Data Point, Time, Finger Position, Finger Velocity, Finger Control Mode, Finger Wave Type, Finger Wave Amplitude, Finger Wave Frequency, Finger Wave Offset, Finger Wave Value, Palm Position, Palm Velocity, Palm Control Mode, Palm Wave Type, Palm Wave Amplitude, Palm Wave Frequency, Palm Wave Offset, Palm Wave Value, Thumb Outer Force, Thumb Inner Force, Index Inner Force, Index Outer Force0, 1674045912.530, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
1, 1674045912.546, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
2, 1674045912.569, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
3, 1674045912.594, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
4, 1674045912.621, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
5, 1674045912.651, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
6, 1674045912.668, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
7, 1674045912.698, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
8, 1674045912.719, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
9, 1674045912.744, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
10, 1674045912.771, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
11, 1674045912.797, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
12, 1674045912.819, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
13, 1674045912.844, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
14, 1674045912.869, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
15, 1674045912.894, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
16, 1674045912.922, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
17, 1674045912.946, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
18, 1674045912.970, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
19, 1674045912.994, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
20, 1674045913.019, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
21, 1674045913.044, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
22, 1674045913.070, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
23, 1674045913.095, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
24, 1674045913.120, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
25, 1674045913.145, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
26, 1674045913.169, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
27, 1674045913.195, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
28, 1674045913.220, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
29, 1674045913.246, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
30, 1674045913.270, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
31, 1674045913.295, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
32, 1674045913.320, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
33, 1674045913.345, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
34, 1674045913.371, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
35, 1674045913.395, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
36, 1674045913.420, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
37, 1674045913.444, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
38, 1674045913.470, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
39, 1674045913.498, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
40, 1674045913.520, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
41, 1674045913.546, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
42, 1674045913.570, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
43, 1674045913.594, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
44, 1674045913.619, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
45, 1674045913.645, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
46, 1674045913.669, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
47, 1674045913.695, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
48, 1674045913.720, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
49, 1674045913.745, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
50, 1674045913.769, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
51, 1674045913.795, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
52, 1674045913.822, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
53, 1674045913.844, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
54, 1674045913.870, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
55, 1674045913.894, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
56, 1674045913.920, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
57, 1674045913.944, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
58, 1674045913.970, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
59, 1674045913.995, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
60, 1674045914.019, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
61, 1674045914.044, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
62, 1674045914.070, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
63, 1674045914.094, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
64, 1674045914.122, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
65, 1674045914.144, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
66, 1674045914.169, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
67, 1674045914.195, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
68, 1674045914.219, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
69, 1674045914.245, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
70, 1674045914.270, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
71, 1674045914.294, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
72, 1674045914.320, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
73, 1674045914.345, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
74, 1674045914.370, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
75, 1674045914.394, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
76, 1674045914.421, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
77, 1674045914.448, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
78, 1674045914.473, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
79, 1674045914.496, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
80, 1674045914.520, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
81, 1674045914.549, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
82, 1674045914.570, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
83, 1674045914.595, 0, 0, 2, SINUSOIDAL,0,0,0,0.0, 0, 0, 0, SINUSOIDAL,0,0,0,0.0, 0.0,0.0,0.0,0.0
